,req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,post_id_project,post_id_manuf,competing_manufacturers,is_manuf_bid,predBidProb
8176,1,1,quick,0,0,22341,4753,"['15212', '4753']",1,0.25619518324745627
6962,1,1,quick,0,0,22341,2184,"['15212', '4753']",0,0.23175000157024525
20923,1,1,quick,0,0,22341,36004,"['15212', '4753']",0,0.1543977865123823
9907,0,1,quick,0,0,16204,5314,"['4753', '2184']",0,0.3688913282359131
11728,0,1,quick,0,0,16204,15212,"['4753', '2184']",0,0.27103516131964583
8086,0,1,quick,0,0,16204,4753,"['4753', '2184']",1,0.2505609548442125
6872,0,1,quick,0,0,16204,2184,"['4753', '2184']",1,0.22648967101447282
2016,0,1,quick,0,0,16204,770,"['4753', '2184']",0,0.1807098979547068
9753,1,1,quick,1,1,3918,5314,"['770', '2184', '774']",0,0.3381421774050175
11574,1,1,quick,1,1,3918,15212,"['770', '2184', '774']",0,0.24527280337915208
7932,1,1,quick,1,1,3918,4753,"['770', '2184', '774']",0,0.22614097961219193
6718,1,1,quick,1,1,3918,2184,"['770', '2184', '774']",1,0.20377781374806914
20679,1,1,quick,1,1,3918,36004,"['770', '2184', '774']",0,0.13413191822594436
9987,0,1,quick,0,0,22360,5314,"['15212', '19924', '20522', '4753', '5314', '2184']",1,0.3688913282359131
11808,0,1,quick,0,0,22360,15212,"['15212', '19924', '20522', '4753', '5314', '2184']",1,0.27103516131964583
8166,0,1,quick,0,0,22360,4753,"['15212', '19924', '20522', '4753', '5314', '2184']",1,0.2505609548442125
6952,0,1,quick,0,0,22360,2184,"['15212', '19924', '20522', '4753', '5314', '2184']",1,0.22648967101447282
2096,0,1,quick,0,0,22360,770,"['15212', '19924', '20522', '4753', '5314', '2184']",0,0.1807098979547068
9924,0,1,quick,0,0,18269,5314,[],0,0.3688913282359131
11745,0,1,quick,0,0,18269,15212,[],0,0.27103516131964583
8103,0,1,quick,0,0,18269,4753,[],0,0.2505609548442125
6889,0,1,quick,0,0,18269,2184,[],0,0.22648967101447282
2033,0,1,quick,0,0,18269,770,[],0,0.1807098979547068
10139,0,0,standard,1,1,34655,5314,"['15212', '5314', '15228']",1,0.2525896469876403
12567,0,0,standard,1,1,34655,15228,"['15212', '5314', '15228']",1,0.2484304312244712
11960,0,0,standard,1,1,34655,15212,"['15212', '5314', '15228']",1,0.22960583474913043
7104,0,0,standard,1,1,34655,2184,"['15212', '5314', '15228']",0,0.1386040284892661
8318,0,0,standard,1,1,34655,4753,"['15212', '5314', '15228']",0,0.12129144361133627
10177,0,0,standard,1,0,38755,5314,"['15212', '15228']",0,0.2667607229422619
12605,0,0,standard,1,0,38755,15228,"['15212', '15228']",1,0.26245010024466964
11998,0,0,standard,1,0,38755,15212,"['15212', '15228']",1,0.2429065190726366
7142,0,0,standard,1,0,38755,2184,"['15212', '15228']",0,0.1476434103976142
8356,0,0,standard,1,0,38755,4753,"['15212', '15228']",0,0.12937131957813952
10277,0,1,quick,1,0,46952,5314,"['15212', '44404', '36004', '5314']",1,0.3480458852807439
12098,0,1,quick,1,0,46952,15212,"['15212', '44404', '36004', '5314']",1,0.25349829089348286
8456,0,1,quick,1,0,46952,4753,"['15212', '44404', '36004', '5314']",0,0.23392372331850522
7242,0,1,quick,1,0,46952,2184,"['15212', '44404', '36004', '5314']",0,0.21100076900560558
2386,0,1,quick,1,0,46952,770,"['15212', '44404', '36004', '5314']",0,0.16767308206908538
9861,1,1,urgent,1,1,12136,5314,"['770', '5011', '7490', '788']",0,0.139915579221788
8040,1,1,urgent,1,1,12136,4753,"['770', '5011', '7490', '788']",0,0.12685045090474387
11682,1,1,urgent,1,1,12136,15212,"['770', '5011', '7490', '788']",0,0.10115980918705457
10468,1,1,urgent,1,1,12136,7490,"['770', '5011', '7490', '788']",1,0.08856030398380842
6826,1,1,urgent,1,1,12136,2184,"['770', '5011', '7490', '788']",0,0.07614365775091551
9812,1,1,quick,1,0,8042,5314,"['788', '768', '770', '2184', '7490']",0,0.35483432280492155
11633,1,1,quick,1,0,8042,15212,"['788', '768', '770', '2184', '7490']",0,0.25917572765571195
7991,1,1,quick,1,0,8042,4753,"['788', '768', '770', '2184', '7490']",0,0.23930329710394535
6777,1,1,quick,1,0,8042,2184,"['788', '768', '770', '2184', '7490']",1,0.21600181858648582
20738,1,1,quick,1,0,8042,36004,"['788', '768', '770', '2184', '7490']",0,0.14292803495986492
10160,1,1,standard,0,0,36717,5314,['15212'],0,0.3882999377879541
11981,1,1,standard,0,0,36717,15212,['15212'],1,0.3588971462168598
7125,1,1,standard,0,0,36717,2184,['15212'],0,0.2320897008628667
8339,1,1,standard,0,0,36717,4753,['15212'],0,0.20589115982985465
21086,1,1,standard,0,0,36717,36004,['15212'],0,0.1156471124570023
10251,1,1,quick,0,0,44910,5314,"['44404', '2184']",0,0.37585195151871226
12072,1,1,quick,0,0,44910,15212,"['44404', '2184']",0,0.27695964137325035
8430,1,1,quick,0,0,44910,4753,"['44404', '2184']",0,0.25619518324745627
7216,1,1,quick,0,0,44910,2184,"['44404', '2184']",1,0.23175000157024525
21177,1,1,quick,0,0,44910,36004,"['44404', '2184']",0,0.1543977865123823
9923,1,0,quick,0,0,18303,5314,[],0,0.28021392878198476
11744,1,0,quick,0,0,18303,15212,[],0,0.1984831684081506
8102,1,0,quick,0,0,18303,4753,[],0,0.18212034602829513
6888,1,0,quick,0,0,18303,2184,[],0,0.16319238507412515
20849,1,0,quick,0,0,18303,36004,[],0,0.10557823686781487
9813,0,0,quick,1,1,8065,5314,['2184'],0,0.24276560887590046
3136,0,0,quick,1,1,8065,788,['2184'],0,0.196121537074463
11634,0,0,quick,1,1,8065,15212,['2184'],0,0.16938707670595898
7992,0,0,quick,1,1,8065,4753,['2184'],0,0.15495917782599047
6778,0,0,quick,1,1,8065,2184,['2184'],1,0.1383765032432573
9858,0,1,quick,0,0,12161,5314,"['770', '1266', '4753', '5011']",0,0.3688913282359131
11679,0,1,quick,0,0,12161,15212,"['770', '1266', '4753', '5011']",0,0.27103516131964583
8037,0,1,quick,0,0,12161,4753,"['770', '1266', '4753', '5011']",1,0.2505609548442125
6823,0,1,quick,0,0,12161,2184,"['770', '1266', '4753', '5011']",0,0.22648967101447282
1967,0,1,quick,0,0,12161,770,"['770', '1266', '4753', '5011']",1,0.1807098979547068
10110,0,0,standard,0,0,32641,5314,"['15212', '2184', '23710', '25719']",0,0.2848649678377532
12538,0,0,standard,0,0,32641,15228,"['15212', '2184', '23710', '25719']",0,0.280373660111213
11931,0,0,standard,0,0,32641,15212,"['15212', '2184', '23710', '25719']",1,0.25996582752124575
7075,0,0,standard,0,0,32641,2184,"['15212', '2184', '23710', '25719']",1,0.1594211782245883
8289,0,0,standard,0,0,32641,4753,"['15212', '2184', '23710', '25719']",0,0.139930783924719
9959,1,1,quick,1,0,20354,5314,"['19928', '4753']",0,0.35483432280492155
11780,1,1,quick,1,0,20354,15212,"['19928', '4753']",0,0.25917572765571195
8138,1,1,quick,1,0,20354,4753,"['19928', '4753']",1,0.23930329710394535
6924,1,1,quick,1,0,20354,2184,"['19928', '4753']",0,0.21600181858648582
20885,1,1,quick,1,0,20354,36004,"['19928', '4753']",0,0.14292803495986492
10140,0,1,standard,0,0,34693,5314,"['15212', '23710', '5314']",1,0.38124959899180205
11961,0,1,standard,0,0,34693,15212,"['15212', '23710', '5314']",1,0.35207339807839666
7105,0,1,standard,0,0,34693,2184,"['15212', '23710', '5314']",0,0.22682393624593855
8319,0,1,standard,0,0,34693,4753,"['15212', '23710', '5314']",0,0.20106416566771976
9533,0,1,standard,0,0,34693,5011,"['15212', '23710', '5314']",0,0.12583259236200184
9988,1,1,quick,0,0,22402,5314,"['15212', '19924']",0,0.37585195151871226
11809,1,1,quick,0,0,22402,15212,"['15212', '19924']",1,0.27695964137325035
8167,1,1,quick,0,0,22402,4753,"['15212', '19924']",0,0.25619518324745627
6953,1,1,quick,0,0,22402,2184,"['15212', '19924']",0,0.23175000157024525
20914,1,1,quick,0,0,22402,36004,"['15212', '19924']",0,0.1543977865123823
10088,1,1,standard,1,1,30598,5314,['5314'],1,0.35004167490561916
11909,1,1,standard,1,1,30598,15212,['5314'],0,0.32201083971831174
7053,1,1,standard,1,1,30598,2184,['5314'],0,0.20408740357473823
8267,1,1,standard,1,1,30598,4753,['5314'],0,0.18030759699996013
21014,1,1,standard,1,1,30598,36004,['5314'],0,0.09986685951496244
10178,1,1,quick,0,0,38789,5314,"['770', '15212', '2184', '23710']",0,0.37585195151871226
11999,1,1,quick,0,0,38789,15212,"['770', '15212', '2184', '23710']",1,0.27695964137325035
8357,1,1,quick,0,0,38789,4753,"['770', '15212', '2184', '23710']",0,0.25619518324745627
7143,1,1,quick,0,0,38789,2184,"['770', '15212', '2184', '23710']",1,0.23175000157024525
21104,1,1,quick,0,0,38789,36004,"['770', '15212', '2184', '23710']",0,0.1543977865123823
10226,0,1,quick,0,0,42892,5314,['5314'],1,0.3688913282359131
12047,0,1,quick,0,0,42892,15212,['5314'],0,0.27103516131964583
8405,0,1,quick,0,0,42892,4753,['5314'],0,0.2505609548442125
7191,0,1,quick,0,0,42892,2184,['5314'],0,0.22648967101447282
2335,0,1,quick,0,0,42892,770,['5314'],0,0.1807098979547068
10204,0,0,quick,1,0,40845,5314,"['15212', '5314']",1,0.2565747300776959
3527,0,0,quick,1,0,40845,788,"['15212', '5314']",0,0.20800624746954133
12025,0,0,quick,1,0,40845,15212,"['15212', '5314']",1,0.1800145006277143
8383,0,0,quick,1,0,40845,4753,"['15212', '5314']",0,0.16486105645209587
7169,0,0,quick,1,0,40845,2184,"['15212', '5314']",0,0.1474035857716251
10225,1,0,quick,0,0,42898,5314,"['15212', '36004', '4753', '5314']",1,0.28021392878198476
12046,1,0,quick,0,0,42898,15212,"['15212', '36004', '4753', '5314']",1,0.1984831684081506
8404,1,0,quick,0,0,42898,4753,"['15212', '36004', '4753', '5314']",1,0.18212034602829513
7190,1,0,quick,0,0,42898,2184,"['15212', '36004', '4753', '5314']",0,0.16319238507412515
21151,1,0,quick,0,0,42898,36004,"['15212', '36004', '4753', '5314']",1,0.10557823686781487
10317,0,0,quick,1,0,51091,5314,"['36004', '5314']",1,0.2565747300776959
3640,0,0,quick,1,0,51091,788,"['36004', '5314']",0,0.20800624746954133
12138,0,0,quick,1,0,51091,15212,"['36004', '5314']",0,0.1800145006277143
8496,0,0,quick,1,0,51091,4753,"['36004', '5314']",0,0.16486105645209587
7282,0,0,quick,1,0,51091,2184,"['36004', '5314']",0,0.1474035857716251
1863,0,1,urgent,0,0,3988,770,['2184'],0,0.24386905137423254
9754,0,1,urgent,0,0,3988,5314,['2184'],0,0.156912427457273
7933,0,1,urgent,0,0,3988,4753,['2184'],0,0.14252315914026073
9147,0,1,urgent,0,0,3988,5011,['2184'],0,0.14082299624530306
11575,0,1,urgent,0,0,3988,15212,['2184'],0,0.11407305875844377
9835,1,1,standard,0,0,10139,5314,"['770', '4753']",0,0.3882999377879541
11656,1,1,standard,0,0,10139,15212,"['770', '4753']",0,0.3588971462168598
6800,1,1,standard,0,0,10139,2184,"['770', '4753']",0,0.2320897008628667
8014,1,1,standard,0,0,10139,4753,"['770', '4753']",1,0.20589115982985465
20761,1,1,standard,0,0,10139,36004,"['770', '4753']",0,0.1156471124570023
10143,1,1,standard,0,0,34715,5314,['15212'],0,0.3882999377879541
11964,1,1,standard,0,0,34715,15212,['15212'],1,0.3588971462168598
7108,1,1,standard,0,0,34715,2184,['15212'],0,0.2320897008628667
8322,1,1,standard,0,0,34715,4753,['15212'],0,0.20589115982985465
21069,1,1,standard,0,0,34715,36004,['15212'],0,0.1156471124570023
9908,0,1,quick,0,0,16289,5314,"['4753', '2184', '5011', '5314']",1,0.3688913282359131
11729,0,1,quick,0,0,16289,15212,"['4753', '2184', '5011', '5314']",0,0.27103516131964583
8087,0,1,quick,0,0,16289,4753,"['4753', '2184', '5011', '5314']",1,0.2505609548442125
6873,0,1,quick,0,0,16289,2184,"['4753', '2184', '5011', '5314']",1,0.22648967101447282
2017,0,1,quick,0,0,16289,770,"['4753', '2184', '5011', '5314']",0,0.1807098979547068
9724,1,1,quick,0,0,1953,5314,['1266'],0,0.37585195151871226
11545,1,1,quick,0,0,1953,15212,['1266'],0,0.27695964137325035
7903,1,1,quick,0,0,1953,4753,['1266'],0,0.25619518324745627
6689,1,1,quick,0,0,1953,2184,['1266'],0,0.23175000157024525
20650,1,1,quick,0,0,1953,36004,['1266'],0,0.1543977865123823
10112,1,0,standard,0,0,32675,5314,['15212'],0,0.2909710839408938
11933,1,0,standard,0,0,32675,15212,['15212'],1,0.2657365506863152
7077,1,0,standard,0,0,32675,2184,['15212'],0,0.16345297321898977
8291,1,0,standard,0,0,32675,4753,['15212'],0,0.14355384286301084
21038,1,0,standard,0,0,32675,36004,['15212'],0,0.07795076730512396
1861,0,1,urgent,0,0,4005,770,['770'],1,0.24386905137423254
9752,0,1,urgent,0,0,4005,5314,['770'],0,0.156912427457273
7931,0,1,urgent,0,0,4005,4753,['770'],0,0.14252315914026073
9145,0,1,urgent,0,0,4005,5011,['770'],0,0.14082299624530306
11573,0,1,urgent,0,0,4005,15212,['770'],0,0.11407305875844377
9998,0,0,standard,0,0,22444,5314,"['15203', '20522']",0,0.2848649678377532
12426,0,0,standard,0,0,22444,15228,"['15203', '20522']",0,0.280373660111213
11819,0,0,standard,0,0,22444,15212,"['15203', '20522']",0,0.25996582752124575
6963,0,0,standard,0,0,22444,2184,"['15203', '20522']",0,0.1594211782245883
8177,0,0,standard,0,0,22444,4753,"['15203', '20522']",0,0.139930783924719
10253,0,0,quick,1,1,44972,5314,"['44404', '5314']",1,0.24276560887590046
3576,0,0,quick,1,1,44972,788,"['44404', '5314']",0,0.196121537074463
12074,0,0,quick,1,1,44972,15212,"['44404', '5314']",0,0.16938707670595898
8432,0,0,quick,1,1,44972,4753,"['44404', '5314']",0,0.15495917782599047
7218,0,0,quick,1,1,44972,2184,"['44404', '5314']",0,0.1383765032432573
10301,0,1,standard,1,1,49072,5314,"['15212', '29877', '15212', '5314']",1,0.34329613841582723
12122,0,1,standard,1,1,49072,15212,"['15212', '29877', '15212', '5314']",1,0.3155432317647962
7266,0,1,standard,1,1,49072,2184,"['15212', '29877', '15212', '5314']",0,0.19929208466518608
8480,0,1,standard,1,1,49072,4753,"['15212', '29877', '15212', '5314']",0,0.17594750072466234
9694,0,1,standard,1,1,49072,5011,"['15212', '29877', '15212', '5314']",0,0.10883355275271465
9831,1,0,quick,0,0,10160,5314,"['770', '4753']",0,0.28021392878198476
11652,1,0,quick,0,0,10160,15212,"['770', '4753']",0,0.1984831684081506
8010,1,0,quick,0,0,10160,4753,"['770', '4753']",1,0.18212034602829513
6796,1,0,quick,0,0,10160,2184,"['770', '4753']",0,0.16319238507412515
20757,1,0,quick,0,0,10160,36004,"['770', '4753']",0,0.10557823686781487
9882,0,1,quick,0,0,14270,5314,['788'],0,0.3688913282359131
11703,0,1,quick,0,0,14270,15212,['788'],0,0.27103516131964583
8061,0,1,quick,0,0,14270,4753,['788'],0,0.2505609548442125
6847,0,1,quick,0,0,14270,2184,['788'],0,0.22648967101447282
1991,0,1,quick,0,0,14270,770,['788'],0,0.1807098979547068
10179,0,1,standard,0,0,38846,5314,"['5314', '2184']",1,0.38124959899180205
12000,0,1,standard,0,0,38846,15212,"['5314', '2184']",0,0.35207339807839666
7144,0,1,standard,0,0,38846,2184,"['5314', '2184']",1,0.22682393624593855
8358,0,1,standard,0,0,38846,4753,"['5314', '2184']",0,0.20106416566771976
9572,0,1,standard,0,0,38846,5011,"['5314', '2184']",0,0.12583259236200184
9785,0,1,quick,0,0,6080,5314,"['770', '5314', '2184', '4753']",1,0.3688913282359131
11606,0,1,quick,0,0,6080,15212,"['770', '5314', '2184', '4753']",0,0.27103516131964583
7964,0,1,quick,0,0,6080,4753,"['770', '5314', '2184', '4753']",1,0.2505609548442125
6750,0,1,quick,0,0,6080,2184,"['770', '5314', '2184', '4753']",1,0.22648967101447282
1894,0,1,quick,0,0,6080,770,"['770', '5314', '2184', '4753']",1,0.1807098979547068
9911,1,1,quick,0,0,16319,5314,['4753'],0,0.37585195151871226
11732,1,1,quick,0,0,16319,15212,['4753'],0,0.27695964137325035
8090,1,1,quick,0,0,16319,4753,['4753'],1,0.25619518324745627
6876,1,1,quick,0,0,16319,2184,['4753'],0,0.23175000157024525
20837,1,1,quick,0,0,16319,36004,['4753'],0,0.1543977865123823
10113,0,0,standard,1,0,32711,5314,"['2184', '5314']",1,0.2667607229422619
12541,0,0,standard,1,0,32711,15228,"['2184', '5314']",0,0.26245010024466964
11934,0,0,standard,1,0,32711,15212,"['2184', '5314']",0,0.2429065190726366
7078,0,0,standard,1,0,32711,2184,"['2184', '5314']",1,0.1476434103976142
8292,0,0,standard,1,0,32711,4753,"['2184', '5314']",0,0.12937131957813952
9725,1,1,quick,0,0,2006,5314,"['1266', '756', '1276']",0,0.37585195151871226
11546,1,1,quick,0,0,2006,15212,"['1266', '756', '1276']",0,0.27695964137325035
7904,1,1,quick,0,0,2006,4753,"['1266', '756', '1276']",0,0.25619518324745627
6690,1,1,quick,0,0,2006,2184,"['1266', '756', '1276']",0,0.23175000157024525
20651,1,1,quick,0,0,2006,36004,"['1266', '756', '1276']",0,0.1543977865123823
9929,0,0,quick,1,0,18392,5314,"['15141', '15228']",0,0.2565747300776959
3252,0,0,quick,1,0,18392,788,"['15141', '15228']",0,0.20800624746954133
11750,0,0,quick,1,0,18392,15212,"['15141', '15228']",0,0.1800145006277143
8108,0,0,quick,1,0,18392,4753,"['15141', '15228']",0,0.16486105645209587
6894,0,0,quick,1,0,18392,2184,"['15141', '15228']",0,0.1474035857716251
10161,0,0,standard,0,0,36828,5314,"['15212', '29877']",0,0.2848649678377532
12589,0,0,standard,0,0,36828,15228,"['15212', '29877']",0,0.280373660111213
11982,0,0,standard,0,0,36828,15212,"['15212', '29877']",1,0.25996582752124575
7126,0,0,standard,0,0,36828,2184,"['15212', '29877']",0,0.1594211782245883
8340,0,0,standard,0,0,36828,4753,"['15212', '29877']",0,0.139930783924719
9860,1,1,standard,0,0,12254,5314,"['770', '4753', '5011', '1266', '7490']",0,0.3882999377879541
11681,1,1,standard,0,0,12254,15212,"['770', '4753', '5011', '1266', '7490']",0,0.3588971462168598
6825,1,1,standard,0,0,12254,2184,"['770', '4753', '5011', '1266', '7490']",0,0.2320897008628667
8039,1,1,standard,0,0,12254,4753,"['770', '4753', '5011', '1266', '7490']",1,0.20589115982985465
20786,1,1,standard,0,0,12254,36004,"['770', '4753', '5011', '1266', '7490']",0,0.1156471124570023
9931,1,1,standard,1,0,18398,5314,"['15611', '790', '2184', '15228', '5314']",1,0.36699551564545296
11752,1,1,standard,1,0,18398,15212,"['15611', '790', '2184', '15228', '5314']",0,0.33831371417579104
6896,1,1,standard,1,0,18398,2184,"['15611', '790', '2184', '15228', '5314']",1,0.21632493412315584
8110,1,1,standard,1,0,18398,4753,"['15611', '790', '2184', '15228', '5314']",0,0.1914622454802743
20857,1,1,standard,1,0,18398,36004,"['15611', '790', '2184', '15228', '5314']",0,0.10669282011014311
3531,0,0,urgent,1,0,40929,788,['788'],1,0.4508269786636777
2317,0,0,urgent,1,0,40929,770,['788'],0,0.1599694397119001
10208,0,0,urgent,1,0,40929,5314,['788'],0,0.09901160767098867
8387,0,0,urgent,1,0,40929,4753,['788'],0,0.08936915670974445
9601,0,0,urgent,1,0,40929,5011,['788'],0,0.08823782051323677
9859,0,1,standard,0,0,12259,5314,"['770', '4753', '5011', '2184', '5314', '790', '7490']",1,0.38124959899180205
11680,0,1,standard,0,0,12259,15212,"['770', '4753', '5011', '2184', '5314', '790', '7490']",0,0.35207339807839666
6824,0,1,standard,0,0,12259,2184,"['770', '4753', '5011', '2184', '5314', '790', '7490']",1,0.22682393624593855
8038,0,1,standard,0,0,12259,4753,"['770', '4753', '5011', '2184', '5314', '790', '7490']",1,0.20106416566771976
9252,0,1,standard,0,0,12259,5011,"['770', '4753', '5011', '2184', '5314', '790', '7490']",1,0.12583259236200184
9726,1,1,quick,0,0,2019,5314,"['756', '1266', '1276']",0,0.37585195151871226
11547,1,1,quick,0,0,2019,15212,"['756', '1266', '1276']",0,0.27695964137325035
7905,1,1,quick,0,0,2019,4753,"['756', '1266', '1276']",0,0.25619518324745627
6691,1,1,quick,0,0,2019,2184,"['756', '1266', '1276']",0,0.23175000157024525
20652,1,1,quick,0,0,2019,36004,"['756', '1266', '1276']",0,0.1543977865123823
9884,1,1,quick,0,0,14308,5314,['4753'],0,0.37585195151871226
11705,1,1,quick,0,0,14308,15212,['4753'],0,0.27695964137325035
8063,1,1,quick,0,0,14308,4753,['4753'],1,0.25619518324745627
6849,1,1,quick,0,0,14308,2184,['4753'],0,0.23175000157024525
20810,1,1,quick,0,0,14308,36004,['4753'],0,0.1543977865123823
10015,1,1,urgent,0,0,24556,5314,['15212'],0,0.1608929198058874
8194,1,1,urgent,0,0,24556,4753,['15212'],0,0.14620192947822583
11836,1,1,urgent,0,0,24556,15212,['15212'],1,0.11711778270680734
10622,1,1,urgent,0,0,24556,7490,['15212'],0,0.10275792884857582
6980,1,1,urgent,0,0,24556,2184,['15212'],0,0.0885440772086751
1895,0,1,urgent,0,0,6128,770,"['1266', '770', '2184', '4753']",1,0.24386905137423254
9786,0,1,urgent,0,0,6128,5314,"['1266', '770', '2184', '4753']",0,0.156912427457273
7965,0,1,urgent,0,0,6128,4753,"['1266', '770', '2184', '4753']",1,0.14252315914026073
9179,0,1,urgent,0,0,6128,5011,"['1266', '770', '2184', '4753']",0,0.14082299624530306
11607,0,1,urgent,0,0,6128,15212,"['1266', '770', '2184', '4753']",0,0.11407305875844377
10065,0,0,standard,0,1,28657,5314,"['2184', '4753']",0,0.2700864006697801
12493,0,0,standard,0,1,28657,15228,"['2184', '4753']",0,0.26574151444221683
11886,0,0,standard,0,1,28657,15212,"['2184', '4753']",0,0.2460345958926901
7030,0,0,standard,0,1,28657,2184,"['2184', '4753']",1,0.1497874283213346
8244,0,0,standard,0,1,28657,4753,"['2184', '4753']",1,0.1312908686343774
9885,1,1,quick,0,0,14321,5314,['4753'],0,0.37585195151871226
11706,1,1,quick,0,0,14321,15212,['4753'],0,0.27695964137325035
8064,1,1,quick,0,0,14321,4753,['4753'],1,0.25619518324745627
6850,1,1,quick,0,0,14321,2184,['4753'],0,0.23175000157024525
20811,1,1,quick,0,0,14321,36004,['4753'],0,0.1543977865123823
