,req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,post_id_project,post_id_manuf,competing_manufacturers,is_manuf_bid,predBidProb
12296,0,0,standard,0,0,12799,15228,"['7490', '4753', '742']",0,0.280373660111213
11689,0,0,standard,0,0,12799,15212,"['7490', '4753', '742']",0,0.25996582752124575
6833,0,0,standard,0,0,12799,2184,"['7490', '4753', '742']",0,0.1594211782245883
8047,0,0,standard,0,0,12799,4753,"['7490', '4753', '742']",1,0.139930783924719
10096,0,1,quick,0,0,31232,5314,['4753'],0,0.3688913282359131
11917,0,1,quick,0,0,31232,15212,['4753'],0,0.27103516131964583
8275,0,1,quick,0,0,31232,4753,['4753'],1,0.2505609548442125
7061,0,1,quick,0,0,31232,2184,['4753'],0,0.22648967101447282
2205,0,1,quick,0,0,31232,770,['4753'],0,0.1807098979547068
10309,0,0,standard,0,0,49663,5314,"['15212', '36004', '5314']",1,0.2848649678377532
12737,0,0,standard,0,0,49663,15228,"['15212', '36004', '5314']",0,0.280373660111213
12130,0,0,standard,0,0,49663,15212,"['15212', '36004', '5314']",1,0.25996582752124575
7274,0,0,standard,0,0,49663,2184,"['15212', '36004', '5314']",0,0.1594211782245883
8488,0,0,standard,0,0,49663,4753,"['15212', '36004', '5314']",0,0.139930783924719
9793,1,1,quick,1,0,6655,5314,"['770', '2184', '5314', '4753']",1,0.35483432280492155
11614,1,1,quick,1,0,6655,15212,"['770', '2184', '5314', '4753']",0,0.25917572765571195
7972,1,1,quick,1,0,6655,4753,"['770', '2184', '5314', '4753']",1,0.23930329710394535
6758,1,1,quick,1,0,6655,2184,"['770', '2184', '5314', '4753']",1,0.21600181858648582
20719,1,1,quick,1,0,6655,36004,"['770', '2184', '5314', '4753']",0,0.14292803495986492
9767,1,1,quick,0,0,4611,5314,['1266'],0,0.37585195151871226
11588,1,1,quick,0,0,4611,15212,['1266'],0,0.27695964137325035
7946,1,1,quick,0,0,4611,4753,['1266'],0,0.25619518324745627
6732,1,1,quick,0,0,4611,2184,['1266'],0,0.23175000157024525
20693,1,1,quick,0,0,4611,36004,['1266'],0,0.1543977865123823
3192,0,0,urgent,0,0,12804,788,"['7490', '5011']",0,0.4733587456177517
1978,0,0,urgent,0,0,12804,770,"['7490', '5011']",0,0.17253144578248922
9869,0,0,urgent,0,0,12804,5314,"['7490', '5011']",0,0.10739875127559101
8048,0,0,urgent,0,0,12804,4753,"['7490', '5011']",0,0.09702746206921489
9262,0,0,urgent,0,0,12804,5011,"['7490', '5011']",1,0.09580937840485486
10232,1,1,quick,0,0,43523,5314,"['36004', '15212']",0,0.37585195151871226
12053,1,1,quick,0,0,43523,15212,"['36004', '15212']",1,0.27695964137325035
8411,1,1,quick,0,0,43523,4753,"['36004', '15212']",0,0.25619518324745627
7197,1,1,quick,0,0,43523,2184,"['36004', '15212']",0,0.23175000157024525
21158,1,1,quick,0,0,43523,36004,"['36004', '15212']",1,0.1543977865123823
10031,0,1,standard,0,0,25095,5314,['4753'],0,0.38124959899180205
11852,0,1,standard,0,0,25095,15212,['4753'],0,0.35207339807839666
6996,0,1,standard,0,0,25095,2184,['4753'],0,0.22682393624593855
8210,0,1,standard,0,0,25095,4753,['4753'],1,0.20106416566771976
9424,0,1,standard,0,0,25095,5011,['4753'],0,0.12583259236200184
9822,1,0,standard,0,0,8711,5314,"['5011', '5314', '770']",1,0.2909710839408938
11643,1,0,standard,0,0,8711,15212,"['5011', '5314', '770']",0,0.2657365506863152
6787,1,0,standard,0,0,8711,2184,"['5011', '5314', '770']",0,0.16345297321898977
8001,1,0,standard,0,0,8711,4753,"['5011', '5314', '770']",0,0.14355384286301084
20748,1,0,standard,0,0,8711,36004,"['5011', '5314', '770']",0,0.07795076730512396
10287,0,0,standard,1,0,47625,5314,"['36004', '2184', '15228', '5314', '1714', '1714']",1,0.2667607229422619
12715,0,0,standard,1,0,47625,15228,"['36004', '2184', '15228', '5314', '1714', '1714']",1,0.26245010024466964
12108,0,0,standard,1,0,47625,15212,"['36004', '2184', '15228', '5314', '1714', '1714']",0,0.2429065190726366
7252,0,0,standard,1,0,47625,2184,"['36004', '2184', '15228', '5314', '1714', '1714']",1,0.1476434103976142
8466,0,0,standard,1,0,47625,4753,"['36004', '2184', '15228', '5314', '1714', '1714']",0,0.12937131957813952
9768,1,0,quick,0,0,4619,5314,['1266'],0,0.28021392878198476
11589,1,0,quick,0,0,4619,15212,['1266'],0,0.1984831684081506
7947,1,0,quick,0,0,4619,4753,['1266'],0,0.18212034602829513
6733,1,0,quick,0,0,4619,2184,['1266'],0,0.16319238507412515
20694,1,0,quick,0,0,4619,36004,['1266'],0,0.10557823686781487
9968,0,0,quick,0,0,21006,5314,['5314'],1,0.2742462397222401
3291,0,0,quick,0,0,21006,788,['5314'],0,0.2233375538334836
11789,0,0,quick,0,0,21006,15212,['5314'],0,0.19378746777411002
8147,0,0,quick,0,0,21006,4753,['5314'],0,0.1777259191699459
6933,0,0,quick,0,0,21006,2184,['5314'],0,0.15916579486802973
10095,1,1,standard,1,0,31246,5314,['15212'],0,0.36699551564545296
11916,1,1,standard,1,0,31246,15212,['15212'],1,0.33831371417579104
7060,1,1,standard,1,0,31246,2184,['15212'],0,0.21632493412315584
8274,1,1,standard,1,0,31246,4753,['15212'],0,0.1914622454802743
21021,1,1,standard,1,0,31246,36004,['15212'],0,0.10669282011014311
10027,0,1,standard,0,0,25104,5314,"['5011', '15212', '4753']",0,0.38124959899180205
11848,0,1,standard,0,0,25104,15212,"['5011', '15212', '4753']",1,0.35207339807839666
6992,0,1,standard,0,0,25104,2184,"['5011', '15212', '4753']",0,0.22682393624593855
8206,0,1,standard,0,0,25104,4753,"['5011', '15212', '4753']",1,0.20106416566771976
9420,0,1,standard,0,0,25104,5011,"['5011', '15212', '4753']",1,0.12583259236200184
9912,0,0,quick,1,0,16917,5314,"['15228', '15611']",0,0.2565747300776959
3235,0,0,quick,1,0,16917,788,"['15228', '15611']",0,0.20800624746954133
11733,0,0,quick,1,0,16917,15212,"['15228', '15611']",0,0.1800145006277143
8091,0,0,quick,1,0,16917,4753,"['15228', '15611']",0,0.16486105645209587
6877,0,0,quick,1,0,16917,2184,"['15228', '15611']",0,0.1474035857716251
10026,0,1,quick,0,0,25111,5314,"['5011', '15212']",0,0.3688913282359131
11847,0,1,quick,0,0,25111,15212,"['5011', '15212']",1,0.27103516131964583
8205,0,1,quick,0,0,25111,4753,"['5011', '15212']",0,0.2505609548442125
6991,0,1,quick,0,0,25111,2184,"['5011', '15212']",0,0.22648967101447282
2135,0,1,quick,0,0,25111,770,"['5011', '15212']",0,0.1807098979547068
10025,0,1,quick,0,0,25117,5314,"['5011', '15212', '19924']",0,0.3688913282359131
11846,0,1,quick,0,0,25117,15212,"['5011', '15212', '19924']",1,0.27103516131964583
8204,0,1,quick,0,0,25117,4753,"['5011', '15212', '19924']",0,0.2505609548442125
6990,0,1,quick,0,0,25117,2184,"['5011', '15212', '19924']",0,0.22648967101447282
2134,0,1,quick,0,0,25117,770,"['5011', '15212', '19924']",0,0.1807098979547068
9888,0,1,quick,0,0,14879,5314,['5011'],0,0.3688913282359131
11709,0,1,quick,0,0,14879,15212,['5011'],0,0.27103516131964583
8067,0,1,quick,0,0,14879,4753,['5011'],0,0.2505609548442125
6853,0,1,quick,0,0,14879,2184,['5011'],0,0.22648967101447282
1997,0,1,quick,0,0,14879,770,['5011'],0,0.1807098979547068
10024,0,1,quick,0,0,25121,5314,"['5011', '19924', '15212']",0,0.3688913282359131
11845,0,1,quick,0,0,25121,15212,"['5011', '19924', '15212']",1,0.27103516131964583
8203,0,1,quick,0,0,25121,4753,"['5011', '19924', '15212']",0,0.2505609548442125
6989,0,1,quick,0,0,25121,2184,"['5011', '19924', '15212']",0,0.22648967101447282
2133,0,1,quick,0,0,25121,770,"['5011', '19924', '15212']",0,0.1807098979547068
9892,0,0,standard,0,0,14889,5314,['4753'],0,0.2848649678377532
12320,0,0,standard,0,0,14889,15228,['4753'],0,0.280373660111213
11713,0,0,standard,0,0,14889,15212,['4753'],0,0.25996582752124575
6857,0,0,standard,0,0,14889,2184,['4753'],0,0.1594211782245883
8071,0,0,standard,0,0,14889,4753,['4753'],1,0.139930783924719
9736,1,1,quick,0,0,2611,5314,['2184'],0,0.37585195151871226
11557,1,1,quick,0,0,2611,15212,['2184'],0,0.27695964137325035
7915,1,1,quick,0,0,2611,4753,['2184'],0,0.25619518324745627
6701,1,1,quick,0,0,2611,2184,['2184'],1,0.23175000157024525
20662,1,1,quick,0,0,2611,36004,['2184'],0,0.1543977865123823
10148,0,0,quick,1,1,35380,5314,['5314'],1,0.24276560887590046
3471,0,0,quick,1,1,35380,788,['5314'],0,0.196121537074463
11969,0,0,quick,1,1,35380,15212,['5314'],0,0.16938707670595898
8327,0,0,quick,1,1,35380,4753,['5314'],0,0.15495917782599047
7113,0,0,quick,1,1,35380,2184,['5314'],0,0.1383765032432573
10072,1,0,standard,0,0,29237,5314,"['23680', '15212']",0,0.2909710839408938
11893,1,0,standard,0,0,29237,15212,"['23680', '15212']",1,0.2657365506863152
7037,1,0,standard,0,0,29237,2184,"['23680', '15212']",0,0.16345297321898977
8251,1,0,standard,0,0,29237,4753,"['23680', '15212']",0,0.14355384286301084
20998,1,0,standard,0,0,29237,36004,"['23680', '15212']",0,0.07795076730512396
9889,0,1,quick,0,0,14902,5314,['5011'],0,0.3688913282359131
11710,0,1,quick,0,0,14902,15212,['5011'],0,0.27103516131964583
8068,0,1,quick,0,0,14902,4753,['5011'],0,0.2505609548442125
6854,0,1,quick,0,0,14902,2184,['5011'],0,0.22648967101447282
1998,0,1,quick,0,0,14902,770,['5011'],0,0.1807098979547068
10310,1,1,standard,0,0,49723,5314,"['36004', '44404', '4753', '5314']",1,0.3882999377879541
12131,1,1,standard,0,0,49723,15212,"['36004', '44404', '4753', '5314']",0,0.3588971462168598
7275,1,1,standard,0,0,49723,2184,"['36004', '44404', '4753', '5314']",0,0.2320897008628667
8489,1,1,standard,0,0,49723,4753,"['36004', '44404', '4753', '5314']",1,0.20589115982985465
21236,1,1,standard,0,0,49723,36004,"['36004', '44404', '4753', '5314']",1,0.1156471124570023
9974,1,1,standard,1,1,21054,5314,"['20522', '7490', '15212', '15228']",0,0.35004167490561916
11795,1,1,standard,1,1,21054,15212,"['20522', '7490', '15212', '15228']",1,0.32201083971831174
6939,1,1,standard,1,1,21054,2184,"['20522', '7490', '15212', '15228']",0,0.20408740357473823
8153,1,1,standard,1,1,21054,4753,"['20522', '7490', '15212', '15228']",0,0.18030759699996013
20900,1,1,standard,1,1,21054,36004,"['20522', '7490', '15212', '15228']",0,0.09986685951496244
9799,0,0,quick,0,1,6723,5314,['2184'],0,0.25981841734709704
3122,0,0,quick,0,1,6723,788,['2184'],0,0.21081003277751806
11620,0,0,quick,0,1,6723,15212,['2184'],0,0.1825279331637147
7978,0,0,quick,0,1,6723,4753,['2184'],0,0.167206054355199
6764,0,0,quick,0,1,6723,2184,['2184'],1,0.14954473208257377
10120,0,0,standard,1,0,33347,5314,['788'],0,0.2667607229422619
12548,0,0,standard,1,0,33347,15228,['788'],0,0.26245010024466964
11941,0,0,standard,1,0,33347,15212,['788'],0,0.2429065190726366
7085,0,0,standard,1,0,33347,2184,['788'],0,0.1476434103976142
8299,0,0,standard,1,0,33347,4753,['788'],0,0.12937131957813952
9821,1,1,quick,0,0,8773,5314,"['5011', '4753']",0,0.37585195151871226
11642,1,1,quick,0,0,8773,15212,"['5011', '4753']",0,0.27695964137325035
8000,1,1,quick,0,0,8773,4753,"['5011', '4753']",1,0.25619518324745627
6786,1,1,quick,0,0,8773,2184,"['5011', '4753']",0,0.23175000157024525
20747,1,1,quick,0,0,8773,36004,"['5011', '4753']",0,0.1543977865123823
10233,1,1,standard,0,0,43601,5314,['15212'],0,0.3882999377879541
12054,1,1,standard,0,0,43601,15212,['15212'],1,0.3588971462168598
7198,1,1,standard,0,0,43601,2184,['15212'],0,0.2320897008628667
8412,1,1,standard,0,0,43601,4753,['15212'],0,0.20589115982985465
21159,1,1,standard,0,0,43601,36004,['15212'],0,0.1156471124570023
10185,0,0,quick,0,0,39506,5314,['5314'],1,0.2742462397222401
3508,0,0,quick,0,0,39506,788,['5314'],0,0.2233375538334836
12006,0,0,quick,0,0,39506,15212,['5314'],0,0.19378746777411002
8364,0,0,quick,0,0,39506,4753,['5314'],0,0.1777259191699459
7150,0,0,quick,0,0,39506,2184,['5314'],0,0.15916579486802973
9794,1,1,urgent,0,0,6743,5314,"['770', '5314', '2184', '4753']",1,0.1608929198058874
7973,1,1,urgent,0,0,6743,4753,"['770', '5314', '2184', '4753']",1,0.14620192947822583
11615,1,1,urgent,0,0,6743,15212,"['770', '5314', '2184', '4753']",0,0.11711778270680734
10401,1,1,urgent,0,0,6743,7490,"['770', '5314', '2184', '4753']",0,0.10275792884857582
6759,1,1,urgent,0,0,6743,2184,"['770', '5314', '2184', '4753']",1,0.0885440772086751
10074,0,1,quick,0,0,29272,5314,"['5011', '15212', '5314', '20636']",1,0.3688913282359131
11895,0,1,quick,0,0,29272,15212,"['5011', '15212', '5314', '20636']",1,0.27103516131964583
8253,0,1,quick,0,0,29272,4753,"['5011', '15212', '5314', '20636']",0,0.2505609548442125
7039,0,1,quick,0,0,29272,2184,"['5011', '15212', '5314', '20636']",0,0.22648967101447282
2183,0,1,quick,0,0,29272,770,"['5011', '15212', '5314', '20636']",0,0.1807098979547068
9766,1,1,quick,0,0,4696,5314,"['1266', '770', '4753']",0,0.37585195151871226
11587,1,1,quick,0,0,4696,15212,"['1266', '770', '4753']",0,0.27695964137325035
7945,1,1,quick,0,0,4696,4753,"['1266', '770', '4753']",1,0.25619518324745627
6731,1,1,quick,0,0,4696,2184,"['1266', '770', '4753']",0,0.23175000157024525
20692,1,1,quick,0,0,4696,36004,"['1266', '770', '4753']",0,0.1543977865123823
9943,0,0,standard,0,0,19036,5314,"['15865', '19571', '19573']",0,0.2848649678377532
12371,0,0,standard,0,0,19036,15228,"['15865', '19571', '19573']",0,0.280373660111213
11764,0,0,standard,0,0,19036,15212,"['15865', '19571', '19573']",0,0.25996582752124575
6908,0,0,standard,0,0,19036,2184,"['15865', '19571', '19573']",0,0.1594211782245883
8122,0,0,standard,0,0,19036,4753,"['15865', '19571', '19573']",0,0.139930783924719
9942,0,0,standard,0,0,19041,5314,"['15865', '19571']",0,0.2848649678377532
12370,0,0,standard,0,0,19041,15228,"['15865', '19571']",0,0.280373660111213
11763,0,0,standard,0,0,19041,15212,"['15865', '19571']",0,0.25996582752124575
6907,0,0,standard,0,0,19041,2184,"['15865', '19571']",0,0.1594211782245883
8121,0,0,standard,0,0,19041,4753,"['15865', '19571']",0,0.139930783924719
9941,0,0,standard,0,0,19046,5314,"['15865', '19571']",0,0.2848649678377532
12369,0,0,standard,0,0,19046,15228,"['15865', '19571']",0,0.280373660111213
11762,0,0,standard,0,0,19046,15212,"['15865', '19571']",0,0.25996582752124575
6906,0,0,standard,0,0,19046,2184,"['15865', '19571']",0,0.1594211782245883
8120,0,0,standard,0,0,19046,4753,"['15865', '19571']",0,0.139930783924719
9945,0,0,standard,0,0,19051,5314,['19571'],0,0.2848649678377532
12373,0,0,standard,0,0,19051,15228,['19571'],0,0.280373660111213
11766,0,0,standard,0,0,19051,15212,['19571'],0,0.25996582752124575
6910,0,0,standard,0,0,19051,2184,['19571'],0,0.1594211782245883
8124,0,0,standard,0,0,19051,4753,['19571'],0,0.139930783924719
10101,1,1,standard,1,0,31341,5314,['2184'],0,0.36699551564545296
11922,1,1,standard,1,0,31341,15212,['2184'],0,0.33831371417579104
7066,1,1,standard,1,0,31341,2184,['2184'],1,0.21632493412315584
8280,1,1,standard,1,0,31341,4753,['2184'],0,0.1914622454802743
21027,1,1,standard,1,0,31341,36004,['2184'],0,0.10669282011014311
9946,0,0,standard,0,0,19056,5314,['19571'],0,0.2848649678377532
12374,0,0,standard,0,0,19056,15228,['19571'],0,0.280373660111213
11767,0,0,standard,0,0,19056,15212,['19571'],0,0.25996582752124575
6911,0,0,standard,0,0,19056,2184,['19571'],0,0.1594211782245883
8125,0,0,standard,0,0,19056,4753,['19571'],0,0.139930783924719
9947,0,0,standard,0,0,19061,5314,['19571'],0,0.2848649678377532
12375,0,0,standard,0,0,19061,15228,['19571'],0,0.280373660111213
11768,0,0,standard,0,0,19061,15212,['19571'],0,0.25996582752124575
6912,0,0,standard,0,0,19061,2184,['19571'],0,0.1594211782245883
8126,0,0,standard,0,0,19061,4753,['19571'],0,0.139930783924719
10121,1,1,standard,0,0,33401,5314,"['15212', '2184']",0,0.3882999377879541
11942,1,1,standard,0,0,33401,15212,"['15212', '2184']",1,0.3588971462168598
7086,1,1,standard,0,0,33401,2184,"['15212', '2184']",1,0.2320897008628667
8300,1,1,standard,0,0,33401,4753,"['15212', '2184']",0,0.20589115982985465
21047,1,1,standard,0,0,33401,36004,"['15212', '2184']",0,0.1156471124570023
9948,0,0,standard,0,0,19066,5314,['19571'],0,0.2848649678377532
12376,0,0,standard,0,0,19066,15228,['19571'],0,0.280373660111213
11769,0,0,standard,0,0,19066,15212,['19571'],0,0.25996582752124575
6913,0,0,standard,0,0,19066,2184,['19571'],0,0.1594211782245883
8127,0,0,standard,0,0,19066,4753,['19571'],0,0.139930783924719
9940,0,0,standard,0,0,19071,5314,"['15865', '19571', '19573']",0,0.2848649678377532
12368,0,0,standard,0,0,19071,15228,"['15865', '19571', '19573']",0,0.280373660111213
11761,0,0,standard,0,0,19071,15212,"['15865', '19571', '19573']",0,0.25996582752124575
6905,0,0,standard,0,0,19071,2184,"['15865', '19571', '19573']",0,0.1594211782245883
8119,0,0,standard,0,0,19071,4753,"['15865', '19571', '19573']",0,0.139930783924719
9939,0,0,standard,0,0,19076,5314,"['15865', '19571', '19573']",0,0.2848649678377532
12367,0,0,standard,0,0,19076,15228,"['15865', '19571', '19573']",0,0.280373660111213
11760,0,0,standard,0,0,19076,15212,"['15865', '19571', '19573']",0,0.25996582752124575
6904,0,0,standard,0,0,19076,2184,"['15865', '19571', '19573']",0,0.1594211782245883
8118,0,0,standard,0,0,19076,4753,"['15865', '19571', '19573']",0,0.139930783924719
10285,0,0,quick,1,0,47751,5314,"['36004', '15228']",0,0.2565747300776959
3608,0,0,quick,1,0,47751,788,"['36004', '15228']",0,0.20800624746954133
12106,0,0,quick,1,0,47751,15212,"['36004', '15228']",0,0.1800145006277143
8464,0,0,quick,1,0,47751,4753,"['36004', '15228']",0,0.16486105645209587
7250,0,0,quick,1,0,47751,2184,"['36004', '15228']",0,0.1474035857716251
9938,0,0,standard,0,0,19081,5314,"['15865', '19571']",0,0.2848649678377532
12366,0,0,standard,0,0,19081,15228,"['15865', '19571']",0,0.280373660111213
11759,0,0,standard,0,0,19081,15212,"['15865', '19571']",0,0.25996582752124575
6903,0,0,standard,0,0,19081,2184,"['15865', '19571']",0,0.1594211782245883
8117,0,0,standard,0,0,19081,4753,"['15865', '19571']",0,0.139930783924719
10183,0,1,standard,0,0,39561,5314,"['15212', '2184', '5314', '29877']",1,0.38124959899180205
12004,0,1,standard,0,0,39561,15212,"['15212', '2184', '5314', '29877']",1,0.35207339807839666
7148,0,1,standard,0,0,39561,2184,"['15212', '2184', '5314', '29877']",1,0.22682393624593855
8362,0,1,standard,0,0,39561,4753,"['15212', '2184', '5314', '29877']",0,0.20106416566771976
9576,0,1,standard,0,0,39561,5011,"['15212', '2184', '5314', '29877']",0,0.12583259236200184
9769,1,1,quick,1,0,4752,5314,"['770', '4753', '2184', '5011']",0,0.35483432280492155
11590,1,1,quick,1,0,4752,15212,"['770', '4753', '2184', '5011']",0,0.25917572765571195
7948,1,1,quick,1,0,4752,4753,"['770', '4753', '2184', '5011']",1,0.23930329710394535
6734,1,1,quick,1,0,4752,2184,"['770', '4753', '2184', '5011']",1,0.21600181858648582
20695,1,1,quick,1,0,4752,36004,"['770', '4753', '2184', '5011']",0,0.14292803495986492
3159,0,0,urgent,1,1,10901,788,"['788', '774']",1,0.4326473583110625
1945,0,0,urgent,1,1,10901,770,"['788', '774']",0,0.15030848298377286
9836,0,0,urgent,1,1,10901,5314,"['788', '774']",0,0.09262611784298824
8015,0,0,urgent,1,1,10901,4753,"['788', '774']",0,0.08354786614274004
9229,0,0,urgent,1,1,10901,5011,"['788', '774']",0,0.08248354749392106
10237,0,0,standard,1,0,43677,5314,"['36004', '2184', '15228']",0,0.2667607229422619
12665,0,0,standard,1,0,43677,15228,"['36004', '2184', '15228']",1,0.26245010024466964
12058,0,0,standard,1,0,43677,15212,"['36004', '2184', '15228']",0,0.2429065190726366
7202,0,0,standard,1,0,43677,2184,"['36004', '2184', '15228']",1,0.1476434103976142
8416,0,0,standard,1,0,43677,4753,"['36004', '2184', '15228']",0,0.12937131957813952
9915,0,1,standard,0,0,17055,5314,"['4753', '5011']",0,0.38124959899180205
11736,0,1,standard,0,0,17055,15212,"['4753', '5011']",0,0.35207339807839666
6880,0,1,standard,0,0,17055,2184,"['4753', '5011']",0,0.22682393624593855
8094,0,1,standard,0,0,17055,4753,"['4753', '5011']",1,0.20106416566771976
9308,0,1,standard,0,0,17055,5011,"['4753', '5011']",1,0.12583259236200184
10266,0,0,standard,1,0,45728,5314,['15228'],0,0.2667607229422619
12694,0,0,standard,1,0,45728,15228,['15228'],1,0.26245010024466964
12087,0,0,standard,1,0,45728,15212,['15228'],0,0.2429065190726366
7231,0,0,standard,1,0,45728,2184,['15228'],0,0.1476434103976142
8445,0,0,standard,1,0,45728,4753,['15228'],0,0.12937131957813952
10144,1,1,quick,0,0,35500,5314,['15212'],0,0.37585195151871226
11965,1,1,quick,0,0,35500,15212,['15212'],1,0.27695964137325035
8323,1,1,quick,0,0,35500,4753,['15212'],0,0.25619518324745627
7109,1,1,quick,0,0,35500,2184,['15212'],0,0.23175000157024525
21070,1,1,quick,0,0,35500,36004,['15212'],0,0.1543977865123823
10172,0,1,standard,0,0,37549,5314,"['15212', '35999']",0,0.38124959899180205
11993,0,1,standard,0,0,37549,15212,"['15212', '35999']",1,0.35207339807839666
7137,0,1,standard,0,0,37549,2184,"['15212', '35999']",0,0.22682393624593855
8351,0,1,standard,0,0,37549,4753,"['15212', '35999']",0,0.20106416566771976
9565,0,1,standard,0,0,37549,5011,"['15212', '35999']",0,0.12583259236200184
10289,1,1,quick,0,0,47789,5314,['5314'],1,0.37585195151871226
12110,1,1,quick,0,0,47789,15212,['5314'],0,0.27695964137325035
8468,1,1,quick,0,0,47789,4753,['5314'],0,0.25619518324745627
7254,1,1,quick,0,0,47789,2184,['5314'],0,0.23175000157024525
21215,1,1,quick,0,0,47789,36004,['5314'],0,0.1543977865123823
10055,0,0,standard,0,1,27314,5314,"['23710', '788', '788', '15228']",0,0.2700864006697801
12483,0,0,standard,0,1,27314,15228,"['23710', '788', '788', '15228']",1,0.26574151444221683
11876,0,0,standard,0,1,27314,15212,"['23710', '788', '788', '15228']",0,0.2460345958926901
7020,0,0,standard,0,1,27314,2184,"['23710', '788', '788', '15228']",0,0.1497874283213346
8234,0,0,standard,0,1,27314,4753,"['23710', '788', '788', '15228']",0,0.1312908686343774
9837,0,1,standard,1,1,10934,5314,"['770', '788']",0,0.34329613841582723
11658,0,1,standard,1,1,10934,15212,"['770', '788']",0,0.3155432317647962
6802,0,1,standard,1,1,10934,2184,"['770', '788']",0,0.19929208466518608
8016,0,1,standard,1,1,10934,4753,"['770', '788']",0,0.17594750072466234
9230,0,1,standard,1,1,10934,5011,"['770', '788']",0,0.10883355275271465
10057,0,0,standard,1,0,27318,5314,"['788', '2184']",0,0.2667607229422619
12485,0,0,standard,1,0,27318,15228,"['788', '2184']",0,0.26245010024466964
11878,0,0,standard,1,0,27318,15212,"['788', '2184']",0,0.2429065190726366
7022,0,0,standard,1,0,27318,2184,"['788', '2184']",1,0.1476434103976142
8236,0,0,standard,1,0,27318,4753,"['788', '2184']",0,0.12937131957813952
10258,0,0,standard,1,0,45753,5314,['15228'],0,0.2667607229422619
12686,0,0,standard,1,0,45753,15228,['15228'],1,0.26245010024466964
12079,0,0,standard,1,0,45753,15212,['15228'],0,0.2429065190726366
7223,0,0,standard,1,0,45753,2184,['15228'],0,0.1476434103976142
8437,0,0,standard,1,0,45753,4753,['15228'],0,0.12937131957813952
10145,1,1,quick,0,0,35521,5314,"['15212', '5314']",1,0.37585195151871226
11966,1,1,quick,0,0,35521,15212,"['15212', '5314']",1,0.27695964137325035
8324,1,1,quick,0,0,35521,4753,"['15212', '5314']",0,0.25619518324745627
7110,1,1,quick,0,0,35521,2184,"['15212', '5314']",0,0.23175000157024525
21071,1,1,quick,0,0,35521,36004,"['15212', '5314']",0,0.1543977865123823
9937,1,1,quick,0,0,19140,5314,['4753'],0,0.37585195151871226
11758,1,1,quick,0,0,19140,15212,['4753'],0,0.27695964137325035
8116,1,1,quick,0,0,19140,4753,['4753'],1,0.25619518324745627
6902,1,1,quick,0,0,19140,2184,['4753'],0,0.23175000157024525
20863,1,1,quick,0,0,19140,36004,['4753'],0,0.1543977865123823
9913,0,1,standard,0,0,17098,5314,"['4753', '5011']",0,0.38124959899180205
11734,0,1,standard,0,0,17098,15212,"['4753', '5011']",0,0.35207339807839666
6878,0,1,standard,0,0,17098,2184,"['4753', '5011']",0,0.22682393624593855
8092,0,1,standard,0,0,17098,4753,"['4753', '5011']",1,0.20106416566771976
9306,0,1,standard,0,0,17098,5011,"['4753', '5011']",1,0.12583259236200184
9801,0,0,quick,0,0,6860,5314,"['2184', '7490']",0,0.2742462397222401
3124,0,0,quick,0,0,6860,788,"['2184', '7490']",0,0.2233375538334836
11622,0,0,quick,0,0,6860,15212,"['2184', '7490']",0,0.19378746777411002
7980,0,0,quick,0,0,6860,4753,"['2184', '7490']",0,0.1777259191699459
6766,0,0,quick,0,0,6860,2184,"['2184', '7490']",1,0.15916579486802973
10097,0,1,quick,0,0,31439,5314,['15212'],0,0.3688913282359131
11918,0,1,quick,0,0,31439,15212,['15212'],1,0.27103516131964583
8276,0,1,quick,0,0,31439,4753,['15212'],0,0.2505609548442125
7062,0,1,quick,0,0,31439,2184,['15212'],0,0.22648967101447282
2206,0,1,quick,0,0,31439,770,['15212'],0,0.1807098979547068
10189,0,0,quick,1,0,39639,5314,"['23710', '5314']",1,0.2565747300776959
3512,0,0,quick,1,0,39639,788,"['23710', '5314']",0,0.20800624746954133
12010,0,0,quick,1,0,39639,15212,"['23710', '5314']",0,0.1800145006277143
8368,0,0,quick,1,0,39639,4753,"['23710', '5314']",0,0.16486105645209587
7154,0,0,quick,1,0,39639,2184,"['23710', '5314']",0,0.1474035857716251
10082,1,1,quick,1,0,29399,5314,['5314'],1,0.35483432280492155
11903,1,1,quick,1,0,29399,15212,['5314'],0,0.25917572765571195
8261,1,1,quick,1,0,29399,4753,['5314'],0,0.23930329710394535
7047,1,1,quick,1,0,29399,2184,['5314'],0,0.21600181858648582
21008,1,1,quick,1,0,29399,36004,['5314'],0,0.14292803495986492
9838,0,1,quick,0,0,10969,5314,"['756', '4753', '5314']",1,0.3688913282359131
11659,0,1,quick,0,0,10969,15212,"['756', '4753', '5314']",0,0.27103516131964583
8017,0,1,quick,0,0,10969,4753,"['756', '4753', '5314']",1,0.2505609548442125
6803,0,1,quick,0,0,10969,2184,"['756', '4753', '5314']",0,0.22648967101447282
1947,0,1,quick,0,0,10969,770,"['756', '4753', '5314']",0,0.1807098979547068
9950,0,0,quick,1,0,19162,5314,['5314'],1,0.2565747300776959
3273,0,0,quick,1,0,19162,788,['5314'],0,0.20800624746954133
11771,0,0,quick,1,0,19162,15212,['5314'],0,0.1800145006277143
8129,0,0,quick,1,0,19162,4753,['5314'],0,0.16486105645209587
