req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,one_manufacturer,num_distinct_parts_binned,total_quantity_of_parts_binned,separator,manufacturer_name,post_id_manuf,predBidProb
0,1,quick,1,1,0,>=20,>=200,,Shenzhen KG Model Co. Ltd,36004,0.17169700369470406
0,1,quick,1,1,0,>=20,[100-200),,Zahavi steel ltd.,788,0.4638863668516803
0,1,quick,1,1,0,>=20,[100-200),,Hongding Photoelectric Technology,5314,0.3588807654320437
0,1,quick,1,1,0,>=20,[100-200),,P.D.R ELECTRONICS,2184,0.26275141346004066
0,1,quick,1,1,0,>=20,[100-200),,Metalif Inc.,15228,0.22231959915699626
0,1,quick,1,1,0,>=20,[100-200),,FGM TEKNİK,15212,0.137723542959894
0,1,quick,1,1,0,[11-20),[10-30),,Zahavi steel ltd.,788,0.38055615155622136
0,1,quick,1,1,0,[11-20),[10-30),,Hongding Photoelectric Technology,5314,0.3335510086403494
0,1,quick,1,1,0,[11-20),[10-30),,P.D.R ELECTRONICS,2184,0.2767476065964076
0,1,quick,1,1,0,[11-20),[10-30),,Metalif Inc.,15228,0.25475859488478864
0,1,quick,1,1,0,[11-20),[10-30),,"א.ל. כרסומטל זיווד בע""מ",19928,0.17138067304756943
0,1,quick,1,1,0,[11-20),[1-10),,Zahavi steel ltd.,788,0.5195324461442187
0,1,quick,1,1,0,[11-20),[1-10),,Metalif Inc.,15228,0.41443324745449045
0,1,quick,1,1,0,[11-20),[1-10),,"א.ל. כרסומטל זיווד בע""מ",19928,0.2794771325616612
